Date,Adj Close,Close,High,Low,Open,Volume,Year,Month,Month_Name,Day,Daily Price Change,Daily % Change,High-Low Spread,MA_7,MA_30,Volatility
2021-09-24,143.4251251220703,146.9199981689453,147.47000122070312,145.55999755859375,145.66000366210938,53477900,2021,9,September,Friday,1.2599945068359375,0.06129288072487249,1.910003662109375,145.83142743791853,149.44199981689454,1.324983395977975
2021-09-27,141.91197204589844,145.3699951171875,145.9600067138672,143.82000732421875,145.47000122070312,74150700,2021,9,September,Monday,-0.100006103515625,-1.0549980064493591,2.1399993896484375,145.34285627092635,149.31766611735026,1.3374123702565746
2021-09-28,138.53428649902344,141.91000366210938,144.75,141.69000244140625,143.25,108972300,2021,9,September,Tuesday,-1.339996337890625,-2.38012765446467,3.05999755859375,144.75,149.010666402181,1.373019490946857
2021-09-29,139.4324188232422,142.8300018310547,144.4499969482422,142.02999877929688,142.47000122070312,74602000,2021,9,September,Wednesday,0.3600006103515625,0.6482969101571312,2.4199981689453125,144.73428562709265,148.7653330485026,1.379214051859756
2021-09-30,138.134033203125,141.5,144.3800048828125,141.27999877929688,143.66000366210938,89056700,2021,9,September,Thursday,-2.160003662109375,-0.9311781936598096,3.100006103515625,144.4585723876953,148.60333302815755,1.3124517060657748
2021-10-01,139.2566680908203,142.64999389648438,142.9199981689453,139.11000061035156,141.89999389648438,94639600,2021,10,October,Friday,0.75,0.812716534617941,3.80999755859375,144.00142778669084,148.46833292643228,1.3218269662256361
2021-10-04,135.8302001953125,139.13999938964844,142.2100067138672,138.27000427246094,141.75999450683594,98322000,2021,10,October,Monday,-2.6199951171875,-2.460564077824645,3.94000244140625,142.9028560093471,148.16666615804036,1.3733917221621925
2021-10-05,137.75335693359375,141.11000061035156,142.24000549316406,139.36000061035156,139.49000549316406,80861100,2021,10,October,Tuesday,1.6199951171875,1.4158410445197056,2.8800048828125,142.07285635811942,147.87999928792317,1.387182263829402
2021-10-06,138.62216186523438,142.0,142.14999389648438,138.3699951171875,139.47000122070312,83221100,2021,10,October,Wednesday,2.529998779296875,0.630713192402288,3.779998779296875,141.59142848423548,147.6259994506836,1.3950842582649854
2021-10-07,139.8814239501953,143.2899932861328,144.22000122070312,142.72000122070312,143.05999755859375,61732700,2021,10,October,Thursday,0.2299957275390625,0.9084459761498742,1.5,141.788569859096,147.45699920654297,1.402361675064199
2021-10-08,139.50071716308594,142.89999389648438,144.17999267578125,142.55999755859375,144.02999877929688,58773200,2021,10,October,Friday,-1.1300048828125,-0.272174895611621,1.6199951171875,141.79856872558594,147.30233256022134,1.4002158762223005
2021-10-11,139.4129180908203,142.80999755859375,144.80999755859375,141.80999755859375,142.27000427246094,64452200,2021,10,October,Monday,0.5399932861328125,-0.06297854565047167,3.0,141.98571123395647,147.1093322753906,1.3917670967129097
2021-10-12,138.14376831054688,141.50999450683594,143.25,141.0399932861328,143.22999572753906,73035900,2021,10,October,Tuesday,-1.720001220703125,-0.9103025516294383,2.2100067138671875,141.8228541782924,146.7223322550456,1.2629651838965998
2021-10-13,137.55810546875,140.91000366210938,141.39999389648438,139.1999969482422,141.24000549316406,78762700,2021,10,October,Wednesday,-0.3300018310546875,-0.42399185076470447,2.1999969482421875,142.0757119315011,146.35833231608072,1.2585530244586989
2021-10-14,140.3402862548828,143.75999450683594,143.8800048828125,141.50999450683594,142.11000061035156,69907100,2021,10,October,Thursday,1.649993896484375,2.022561046524851,2.3700103759765625,142.45428248814173,146.06666564941406,1.3196201209315337
2021-10-15,141.39459228515625,144.83999633789062,144.89999389648438,143.50999450683594,143.77000427246094,67940300,2021,10,October,Friday,1.0699920654296875,0.7512533892058082,1.3899993896484375,142.85999625069755,145.77299906412762,1.319712281996716
2021-10-18,143.06393432617188,146.5500030517578,146.83999633789062,143.16000366210938,143.4499969482422,85589200,2021,10,October,Monday,3.100006103515625,1.180617755525204,3.67999267578125,143.3257119315011,145.51466573079426,1.3389190420925876
2021-10-19,145.22137451171875,148.75999450683594,149.1699981689453,146.5500030517578,147.00999450683594,76378900,2021,10,October,Tuesday,1.75,1.508011879261173,2.6199951171875,144.16285487583704,145.25033213297527,1.3371347305317893
2021-10-20,145.70944213867188,149.25999450683594,149.75,148.1199951171875,148.6999969482422,58418800,2021,10,October,Wednesday,0.55999755859375,0.3361118704377386,1.6300048828125,145.08428301130022,145.05533192952473,1.330382185711046
2021-10-21,145.92420959472656,149.47999572753906,149.63999938964844,147.8699951171875,148.80999755859375,61421000,2021,10,October,Thursday,0.6699981689453125,0.14739463272126496,1.7700042724609375,146.2228546142578,144.90233154296874,1.3270768790498453
2021-10-22,145.1529998779297,148.69000244140625,150.17999267578125,148.63999938964844,149.69000244140625,58883400,2021,10,October,Friday,-1.0,-0.5284943194491021,1.5399932861328125,147.33428301130022,144.89299825032552,1.183941265994558
2021-10-25,145.10421752929688,148.63999938964844,149.3699951171875,147.6199951171875,148.67999267578125,50720600,2021,10,October,Monday,-0.0399932861328125,-0.03362906109138919,1.75,148.03142656598772,144.86266479492187,1.181667750772256
2021-10-26,145.76806640625,149.32000732421875,150.83999633789062,149.00999450683594,149.3300018310547,60893400,2021,10,October,Tuesday,-0.0099945068359375,0.4574865025313457,1.8300018310546875,148.67142813546317,144.9026652018229,1.1709195423448104
2021-10-27,145.3092041015625,148.85000610351562,149.72999572753906,148.49000549316406,149.36000061035156,56094900,2021,10,October,Wednesday,-0.5099945068359375,-0.31476104851951847,1.239990234375,149.0,144.89666544596355,1.1673094551960514
2021-10-28,148.9407196044922,152.57000732421875,153.1699981689453,149.72000122070312,149.82000732421875,100077900,2021,10,October,Thursday,2.75,2.499160946030532,3.4499969482421875,149.5442875453404,145.02266591389974,1.2523902074942295
2021-10-29,146.23660278320312,149.8000030517578,149.94000244140625,146.41000366210938,147.22000122070312,124953200,2021,10,October,Friday,2.5800018310546875,-1.81556278395828,3.529998779296875,149.6214316231864,145.14733276367187,1.251374656458175
2021-11-01,145.41661071777344,148.9600067138672,149.6999969482422,147.8000030517578,148.99000549316406,74588300,2021,11,November,Monday,-0.029998779296875,-0.5607452074619768,1.899993896484375,149.5471474783761,145.3479995727539,1.1860021444839883
2021-11-02,146.4513702392578,150.02000427246094,151.57000732421875,148.64999389648438,148.66000366210938,69122000,2021,11,November,Tuesday,1.3600006103515625,0.7115987586049588,2.920013427734375,149.73714773995536,145.56766662597656,1.1900339465621643
2021-11-03,147.88638305664062,151.49000549316406,151.97000122070312,149.82000732421875,150.38999938964844,54511500,2021,11,November,Wednesday,1.100006103515625,0.9798701365408391,2.149993896484375,150.144291469029,145.75566660563152,1.16541566544326
2021-11-04,147.36900329589844,150.9600067138672,152.42999267578125,150.63999938964844,151.5800018310547,60394600,2021,11,November,Thursday,-0.6199951171875,-0.3498572579567205,1.7899932861328125,150.37857709612166,145.8933334350586,1.164056366484176
2021-11-05,147.89694213867188,151.27999877929688,152.1999969482422,150.05999755859375,151.88999938964844,65463900,2021,11,November,Friday,-0.6100006103515625,0.21197141706292832,2.1399993896484375,150.72571890694755,146.03866678873698,1.1642128204675402
2021-11-08,147.07571411132812,150.44000244140625,151.57000732421875,150.16000366210938,151.41000366210938,55020900,2021,11,November,Monday,-0.970001220703125,-0.5552593499925207,1.410003662109375,150.4214324951172,146.2076670328776,1.1505513765428714
2021-11-09,147.43746948242188,150.80999755859375,151.42999267578125,150.05999755859375,150.1999969482422,56787900,2021,11,November,Tuesday,0.6100006103515625,0.24594197765426262,1.3699951171875,150.56571742466517,146.50433349609375,1.049149211851426
2021-11-10,144.61207580566406,147.9199981689453,150.1300048828125,147.85000610351562,150.02000427246094,65187100,2021,11,November,Wednesday,-2.100006103515625,-1.916318172822462,2.279998779296875,150.41714477539062,146.67400004069012,1.1145090930556936
2021-11-11,144.56320190429688,147.8699951171875,149.42999267578125,147.67999267578125,148.9600067138672,41000000,2021,11,November,Thursday,-1.0900115966796875,-0.03380411869712274,1.75,150.11000061035156,146.886333211263,1.0971531244133619
2021-11-12,146.63577270507812,149.99000549316406,150.39999389648438,147.47999572753906,148.42999267578125,63804000,2021,11,November,Friday,1.5600128173828125,1.4336988205730705,2.9199981689453125,149.89571489606584,147.13100026448566,1.115735045358628
2021-11-15,146.64553833007812,150.0,151.8800048828125,149.42999267578125,150.3699951171875,59222800,2021,11,November,Monday,-0.3699951171875,0.006663448543164918,2.45001220703125,149.7585710797991,147.49300028483074,0.9997959184113678
2021-11-16,147.62322998046875,151.0,151.49000549316406,149.33999633789062,149.94000244140625,59256200,2021,11,November,Tuesday,1.05999755859375,0.6666666666666599,2.1500091552734375,149.71857125418526,147.82266693115236,0.9789569635516997
2021-11-17,150.05752563476562,153.49000549316406,155.0,150.99000549316406,151.0,88807000,2021,11,November,Wednesday,2.4900054931640625,1.6490102603735624,4.0099945068359375,150.15428597586495,148.2056671142578,1.0104526597711454
2021-11-18,154.3395538330078,157.8699951171875,158.6699981689453,153.0500030517578,153.7100067138672,137827700,2021,11,November,Thursday,4.1599884033203125,2.853599235957094,5.6199951171875,151.16285705566406,148.69166717529296,1.1106320880509144
2021-11-19,156.95965576171875,160.5500030517578,161.02000427246094,156.52999877929688,157.64999389648438,117305600,2021,11,November,Friday,2.9000091552734375,1.6976043690765552,4.4900054931640625,152.96714346749442,149.28000081380208,1.1318604378358008
2021-11-22,157.4191131591797,161.02000427246094,165.6999969482422,161.0,161.67999267578125,117467900,2021,11,November,Monday,-0.6599884033203125,0.2927444483147079,4.6999969482421875,154.84571620396204,149.88700103759766,1.1287549428678862
2021-11-23,157.80044555664062,161.41000366210938,161.8000030517578,159.05999755859375,161.1199951171875,96041900,2021,11,November,Tuesday,0.290008544921875,0.24220555167078217,2.7400054931640625,156.4771445138114,150.55033467610676,1.1016632805799902
2021-11-24,158.3185577392578,161.94000244140625,162.13999938964844,159.63999938964844,160.75,69463600,2021,11,November,Wednesday,1.19000244140625,0.3283555958565998,2.5,158.18285914829798,151.25133463541667,1.0896883407325502
2021-11-26,153.30325317382812,156.80999755859375,160.4499969482422,156.36000061035156,159.57000732421875,76959800,2021,11,November,Friday,-2.760009765625,-3.1678429081589354,4.089996337890625,159.01285879952567,151.68633473714192,1.236869285343054
2021-11-29,156.65658569335938,160.24000549316406,161.19000244140625,158.7899932861328,159.3699951171875,88748200,2021,11,November,Monday,0.8700103759765625,2.187365594013646,2.4000091552734375,159.9771445138114,152.19966837565104,1.282005445185833
2021-11-30,161.60340881347656,165.3000030517578,165.52000427246094,159.9199981689453,159.99000549316406,174048100,2021,11,November,Tuesday,5.30999755859375,3.1577617231232535,5.600006103515625,161.03857421875,152.82466837565104,1.3739494621010089
2021-12-01,161.08526611328125,164.77000427246094,170.3000030517578,164.52999877929688,167.47999572753906,152052500,2021,12,December,Wednesday,-2.709991455078125,-0.3206284147078464,5.7700042724609375,161.6414315359933,153.35833536783855,1.3641418260574318
2021-12-02,160.09783935546875,163.75999450683594,164.1999969482422,157.8000030517578,158.74000549316406,136739200,2021,12,December,Thursday,5.019989013671875,-0.6129815739731703,6.399993896484375,162.0328587123326,153.84166870117187,1.375440307768613
2021-12-03,158.2207794189453,161.83999633789062,164.9600067138672,159.72000122070312,164.02000427246094,118023100,2021,12,December,Friday,-2.1800079345703125,-1.1724464053185835,5.2400054931640625,162.0942862374442,154.25366872151693,1.4019591494268455
2021-12-06,161.62294006347656,165.32000732421875,167.8800048828125,164.27999877929688,164.2899932861328,107497000,2021,12,December,Monday,1.0300140380859375,2.1502787105003085,3.600006103515625,162.577144077846,154.80800221761066,1.4339836565881101
2021-12-07,167.3518829345703,171.17999267578125,171.5800018310547,168.33999633789062,169.0800018310547,120405400,2021,12,December,Tuesday,2.0999908447265625,3.5446316791349686,3.2400054931640625,164.6300005231585,155.55933532714843,1.5443435967512302
2021-12-08,171.1647186279297,175.0800018310547,175.9600067138672,170.6999969482422,172.1300048828125,116998900,2021,12,December,Wednesday,2.9499969482421875,2.278308985945654,5.260009765625,166.75,156.41800181070963,1.5786955498854796
2021-12-09,170.65631103515625,174.55999755859375,176.75,173.9199981689453,174.91000366210938,108923700,2021,12,December,Thursday,-0.350006103515625,-0.29700951966102895,2.8300018310546875,168.07285635811942,157.2750015258789,1.5783659029500514
2021-12-10,175.43698120117188,179.4499969482422,179.6300048828125,174.69000244140625,175.2100067138672,115402700,2021,12,December,Friday,4.239990234375,2.8013287454401015,4.94000244140625,170.1699981689453,158.171001180013,1.5921733378407004
2021-12-13,171.80992126464844,175.74000549316406,182.1300048828125,175.52999877929688,181.1199951171875,153237000,2021,12,December,Monday,-5.3799896240234375,-2.0674235264256824,6.600006103515625,171.88142830984933,159.0356679280599,1.6057082358171206
2021-12-14,170.4314727783203,174.3300018310547,177.74000549316406,172.2100067138672,175.25,139380400,2021,12,December,Tuesday,-0.9199981689453125,-0.8023236702153325,5.529998779296875,173.66571480887276,159.88133443196614,1.61204411718614
2021-12-15,175.2903594970703,179.3000030517578,179.5,172.30999755859375,175.11000061035156,131063300,2021,12,December,Wednesday,4.19000244140625,2.850915601733095,7.19000244140625,175.66285705566406,160.85733439127605,1.666384251201575
2021-12-16,168.4077606201172,172.25999450683594,181.13999938964844,170.75,179.27999877929688,150185800,2021,12,December,Thursday,-7.0200042724609375,-3.9263850669816525,10.389999389648438,175.817143031529,161.54966735839844,1.8584598185065788
2021-12-17,167.3128662109375,171.13999938964844,173.47000122070312,169.69000244140625,169.92999267578125,195432700,2021,12,December,Friday,1.2100067138671875,-0.6501771466984829,3.779998779296875,175.25428553989954,162.2223337809245,1.8636954257781917
2021-12-20,165.95388793945312,169.75,170.5800018310547,167.4600067138672,168.27999877929688,107499100,2021,12,December,Monday,1.470001220703125,-0.8122001838294479,3.1199951171875,174.567143031529,162.83800048828124,1.8772693578946935
2021-12-21,169.12142944335938,172.99000549316406,173.1999969482422,169.1199951171875,171.55999755859375,91185900,2021,12,December,Tuesday,1.4300079345703125,1.908692484927288,4.0800018310546875,173.644287109375,163.58966725667318,1.8878261816454176
2021-12-22,171.71214294433594,175.63999938964844,175.86000061035156,172.14999389648438,173.0399932861328,92135300,2021,12,December,Wednesday,2.600006103515625,1.531876878626437,3.7100067138671875,173.6300005231585,164.417333984375,1.8968151108177247
2021-12-23,172.33786010742188,176.27999877929688,176.85000610351562,175.27000427246094,175.85000610351562,68356600,2021,12,December,Thursday,0.42999267578125,0.36438134358485197,1.5800018310546875,173.90857151576452,165.3626673380534,1.840387562071855
2021-12-27,176.29730224609375,180.3300018310547,180.4199981689453,177.07000732421875,177.08999633789062,74919600,2021,12,December,Monday,3.2400054931640625,2.2974830268908786,3.3499908447265625,174.0557141985212,166.44466756184895,1.8616776213379878
2021-12-28,175.28054809570312,179.2899932861328,181.3300018310547,178.52999877929688,180.16000366210935,79144300,2021,12,December,Tuesday,-0.8700103759765341,-0.576725189575622,2.8000030517578125,175.05999973842077,167.42133382161458,1.8697955817815306
2021-12-29,175.36854553222656,179.3800048828125,180.6300048828125,178.13999938964844,179.3300018310547,62348900,2021,12,December,Wednesday,0.0500030517578125,0.05020447322792165,2.4900054931640625,176.23714338030135,168.40066731770833,1.8693251756054985
2021-12-30,174.21493530273438,178.1999969482422,180.57000732421875,178.08999633789062,179.47000122070312,59773000,2021,12,December,Thursday,-1.2700042724609375,-0.6578257901939555,2.480010986328125,177.4442858014788,169.30733388264974,1.8836466914658725
2021-12-31,173.59906005859375,177.57000732421875,179.22999572753906,177.25999450683594,178.08999633789062,64062300,2021,12,December,Friday,-0.519989013671875,-0.3535295369317071,1.970001220703125,178.09857177734375,170.11000061035156,1.879596742004988
2022-01-03,177.939697265625,182.00999450683597,182.8800048828125,177.7100067138672,177.8300018310547,104487900,2022,1,January,Monday,4.179992675781278,2.5004150472947906,5.1699981689453125,179.0085710797991,170.91466725667317,1.8654253245811359
2022-01-04,175.681396484375,179.6999969482422,182.94000244140625,179.1199951171875,182.6300048828125,99310400,2022,1,January,Tuesday,-2.9300079345703125,-1.2691597320536263,3.82000732421875,179.4971422467913,171.553000386556,1.8779183734670224
2022-01-05,171.00830078125,174.9199981689453,180.1699981689453,174.63999938964844,179.61000061035156,94537600,2022,1,January,Wednesday,-4.69000244140625,-2.659988236212174,5.529998779296875,178.72428458077567,172.0163335164388,1.9590007648624175
2022-01-06,168.1536102294922,172.0,175.3000030517578,171.63999938964844,172.6999969482422,96904000,2022,1,January,Thursday,-0.6999969482421875,-1.6693335236175,3.660003662109375,177.682856968471,172.36933339436848,1.9915904606529833
2022-01-07,168.31979370117188,172.1699981689453,174.13999938964844,171.02999877929688,172.88999938964844,86709100,2022,1,January,Friday,-0.720001220703125,0.09883614473564784,3.1100006103515625,176.6528560093471,172.71033325195313,1.99164521864476
